task_1	task_2	acc	recall	precision	f1
HIGH_VS_LOOSER__HR2B__auto__0__0	HIGH_VS_LOOSER__HR2B__auto__0__3	0.891	0.9024	0.8822839264763395	0.8922285940280799
HIGH_VS_LOOSER__HR2B__auto__0__0	HIGH_VS_95LOW__HR2B__auto__0__4	0.7725	0.9104	0.7135914720175576	0.8000703049477106
HIGH_VS_LOOSER__HR2B__auto__0__0	HIGH_VS_LOOSER__HR2B__auto__0__4	0.8929	0.9104	0.8796135265700483	0.8947420147420146
HIGH_VS_95LOW__HR2B__auto__0__1	HIGH_VS_95LOW__HR2B__auto__0__42	0.9103	0.925	0.8985816980765494	0.9115994875332611
HIGH_VS_95LOW__HR2B__auto__0__1	HIGH_VS_LOOSER__HR2B__auto__0__42	0.7485	0.925	0.6836659275683666	0.7862303442413939
HIGH_VS_95LOW__HR2B__auto__0__1	HIGH_VS_95LOW__HR2B__auto__1__42	0.9103	0.925	0.8985816980765494	0.9115994875332611
HIGH_VS_95LOW__HR2B__auto__0__1	HIGH_VS_LOOSER__HR2B__auto__1__42	0.7485	0.925	0.6836659275683666	0.7862303442413939
HIGH_VS_95LOW__HR2B__auto__0__1	HIGH_VS_95LOW__HR2B__auto__2__42	0.9103	0.925	0.8985816980765494	0.9115994875332611
HIGH_VS_95LOW__HR2B__auto__0__1	HIGH_VS_LOOSER__HR2B__auto__2__42	0.7485	0.925	0.6836659275683666	0.7862303442413939
HIGH_VS_95LOW__HR2B__auto__0__1	HIGH_VS_95LOW__HR2B__auto__3__42	0.9103	0.925	0.8985816980765494	0.9115994875332611
HIGH_VS_95LOW__HR2B__auto__0__1	HIGH_VS_LOOSER__HR2B__auto__3__42	0.7485	0.925	0.6836659275683666	0.7862303442413939
HIGH_VS_95LOW__HR2B__auto__0__1	HIGH_VS_95LOW__HR2B__auto__0__0	0.9085	0.9262	0.8945335136179254	0.9100913825292326
HIGH_VS_95LOW__HR2B__auto__0__1	HIGH_VS_LOOSER__HR2B__auto__0__0	0.7525	0.9262	0.6873979516105091	0.7891283973758201
HIGH_VS_95LOW__HR2B__auto__0__1	HIGH_VS_95LOW__HR2B__auto__0__1	0.9082	0.9224	0.896927265655387	0.9094853086176298
HIGH_VS_95LOW__HR2B__auto__0__1	HIGH_VS_LOOSER__HR2B__auto__0__1	0.7507	0.9224	0.6866160488313235	0.7872322266791841
HIGH_VS_95LOW__HR2B__auto__0__1	HIGH_VS_95LOW__HR2B__auto__0__2	0.91	0.9258	0.897440868553703	0.9113998818665091
HIGH_VS_95LOW__HR2B__auto__0__1	HIGH_VS_LOOSER__HR2B__auto__0__2	0.7476	0.9258	0.6825420230020642	0.7857749108810048
HIGH_VS_95LOW__HR2B__auto__0__1	HIGH_VS_95LOW__HR2B__auto__0__3	0.9099	0.9288	0.8949701291192909	0.9115713023849248
HIGH_VS_95LOW__HR2B__auto__0__1	HIGH_VS_LOOSER__HR2B__auto__0__3	0.7495	0.9288	0.6836449286029737	0.7875858560162808
HIGH_VS_95LOW__HR2B__auto__0__1	HIGH_VS_95LOW__HR2B__auto__0__4	0.9131	0.9336	0.8968299711815562	0.9148456638902498
HIGH_VS_95LOW__HR2B__auto__0__1	HIGH_VS_LOOSER__HR2B__auto__0__4	0.7453	0.9336	0.6781926485544094	0.7856601868215097
HIGH_VS_LOOSER__HR2B__auto__0__1	HIGH_VS_95LOW__HR2B__auto__0__42	0.7619	0.9034	0.7041309431021044	0.7914148050810337
HIGH_VS_LOOSER__HR2B__auto__0__1	HIGH_VS_LOOSER__HR2B__auto__0__42	0.8909	0.9034	0.8813658536585366	0.892246913580247
HIGH_VS_LOOSER__HR2B__auto__0__1	HIGH_VS_95LOW__HR2B__auto__1__42	0.7619	0.9034	0.7041309431021044	0.7914148050810337
HIGH_VS_LOOSER__HR2B__auto__0__1	HIGH_VS_LOOSER__HR2B__auto__1__42	0.8909	0.9034	0.8813658536585366	0.892246913580247
HIGH_VS_LOOSER__HR2B__auto__0__1	HIGH_VS_95LOW__HR2B__auto__2__42	0.7619	0.9034	0.7041309431021044	0.7914148050810337
HIGH_VS_LOOSER__HR2B__auto__0__1	HIGH_VS_LOOSER__HR2B__auto__2__42	0.8909	0.9034	0.8813658536585366	0.892246913580247
HIGH_VS_LOOSER__HR2B__auto__0__1	HIGH_VS_95LOW__HR2B__auto__3__42	0.7619	0.9034	0.7041309431021044	0.7914148050810337
HIGH_VS_LOOSER__HR2B__auto__0__1	HIGH_VS_LOOSER__HR2B__auto__3__42	0.8909	0.9034	0.8813658536585366	0.892246913580247
HIGH_VS_LOOSER__HR2B__auto__0__1	HIGH_VS_95LOW__HR2B__auto__0__0	0.7521	0.8982	0.6950936387556106	0.7837012477096238
HIGH_VS_LOOSER__HR2B__auto__0__1	HIGH_VS_LOOSER__HR2B__auto__0__0	0.8931	0.8982	0.8891308651752128	0.8936424236394389
HIGH_VS_LOOSER__HR2B__auto__0__1	HIGH_VS_95LOW__HR2B__auto__0__1	0.7626	0.907	0.7037554314090627	0.7925550506815798
HIGH_VS_LOOSER__HR2B__auto__0__1	HIGH_VS_LOOSER__HR2B__auto__0__1	0.8924	0.907	0.8812670034978625	0.8939483540311453
HIGH_VS_LOOSER__HR2B__auto__0__1	HIGH_VS_95LOW__HR2B__auto__0__2	0.7607	0.9038	0.7026900948530556	0.7906569853906046
HIGH_VS_LOOSER__HR2B__auto__0__1	HIGH_VS_LOOSER__HR2B__auto__0__2	0.8905	0.9038	0.8803818429768167	0.8919372347774598
HIGH_VS_LOOSER__HR2B__auto__0__1	HIGH_VS_95LOW__HR2B__auto__0__3	0.7548	0.9012	0.6970915841584159	0.786113049546406
HIGH_VS_LOOSER__HR2B__auto__0__1	HIGH_VS_LOOSER__HR2B__auto__0__3	0.8897	0.9012	0.8809384164222874	0.8909540286702916
HIGH_VS_LOOSER__HR2B__auto__0__1	HIGH_VS_95LOW__HR2B__auto__0__4	0.7625	0.9156	0.7009646302250804	0.7940334749804874
HIGH_VS_LOOSER__HR2B__auto__0__1	HIGH_VS_LOOSER__HR2B__auto__0__4	0.8956	0.9156	0.8803846153846154	0.8976470588235294
HIGH_VS_95LOW__HR2B__auto__0__2	HIGH_VS_95LOW__HR2B__auto__0__42	0.9118	0.9186	0.9062746645619574	0.9123957091775924
HIGH_VS_95LOW__HR2B__auto__0__2	HIGH_VS_LOOSER__HR2B__auto__0__42	0.7503	0.9186	0.6872661978153524	0.7862706496619019
HIGH_VS_95LOW__HR2B__auto__0__2	HIGH_VS_95LOW__HR2B__auto__1__42	0.9118	0.9186	0.9062746645619574	0.9123957091775924
HIGH_VS_95LOW__HR2B__auto__0__2	HIGH_VS_LOOSER__HR2B__auto__1__42	0.7503	0.9186	0.6872661978153524	0.7862706496619019
HIGH_VS_95LOW__HR2B__auto__0__2	HIGH_VS_95LOW__HR2B__auto__2__42	0.9118	0.9186	0.9062746645619574	0.9123957091775924
HIGH_VS_95LOW__HR2B__auto__0__2	HIGH_VS_LOOSER__HR2B__auto__2__42	0.7503	0.9186	0.6872661978153524	0.7862706496619019
HIGH_VS_95LOW__HR2B__auto__0__2	HIGH_VS_95LOW__HR2B__auto__3__42	0.9118	0.9186	0.9062746645619574	0.9123957091775924
HIGH_VS_95LOW__HR2B__auto__0__2	HIGH_VS_LOOSER__HR2B__auto__3__42	0.7503	0.9186	0.6872661978153524	0.7862706496619019
HIGH_VS_95LOW__HR2B__auto__0__2	HIGH_VS_95LOW__HR2B__auto__0__0	0.9143	0.9246	0.9059376837154615	0.9151737107789765
HIGH_VS_95LOW__HR2B__auto__0__2	HIGH_VS_LOOSER__HR2B__auto__0__0	0.7528	0.9246	0.688151235486752	0.789042498719918
HIGH_VS_95LOW__HR2B__auto__0__2	HIGH_VS_95LOW__HR2B__auto__0__1	0.9113	0.919	0.905062044514477	0.9119777711620523
HIGH_VS_95LOW__HR2B__auto__0__2	HIGH_VS_LOOSER__HR2B__auto__0__1	0.7449	0.919	0.6816496068832517	0.7827271952985265
HIGH_VS_95LOW__HR2B__auto__0__2	HIGH_VS_95LOW__HR2B__auto__0__2	0.909	0.9226	0.8981697819314641	0.910220994475138
HIGH_VS_95LOW__HR2B__auto__0__2	HIGH_VS_LOOSER__HR2B__auto__0__2	0.7504	0.9226	0.686254091044332	0.7870670534038559
HIGH_VS_95LOW__HR2B__auto__0__2	HIGH_VS_95LOW__HR2B__auto__0__3	0.9128	0.9244	0.903440187646599	0.9137999209173587
HIGH_VS_95LOW__HR2B__auto__0__2	HIGH_VS_LOOSER__HR2B__auto__0__3	0.7441	0.9244	0.6794061443480818	0.783190714225197
HIGH_VS_95LOW__HR2B__auto__0__2	HIGH_VS_95LOW__HR2B__auto__0__4	0.9141	0.9248	0.9054239279420403	0.9150093994261402
HIGH_VS_95LOW__HR2B__auto__0__2	HIGH_VS_LOOSER__HR2B__auto__0__4	0.7411	0.9248	0.676320023402077	0.7812790402973726
HIGH_VS_LOOSER__HR2B__auto__0__2	HIGH_VS_95LOW__HR2B__auto__0__42	0.77	0.8982	0.7148997134670487	0.796135436979259
HIGH_VS_LOOSER__HR2B__auto__0__2	HIGH_VS_LOOSER__HR2B__auto__0__42	0.8886	0.8982	0.8812794348508635	0.8896592709984152
HIGH_VS_LOOSER__HR2B__auto__0__2	HIGH_VS_95LOW__HR2B__auto__1__42	0.77	0.8982	0.7148997134670487	0.796135436979259
HIGH_VS_LOOSER__HR2B__auto__0__2	HIGH_VS_LOOSER__HR2B__auto__1__42	0.8886	0.8982	0.8812794348508635	0.8896592709984152
HIGH_VS_LOOSER__HR2B__auto__0__2	HIGH_VS_95LOW__HR2B__auto__2__42	0.77	0.8982	0.7148997134670487	0.796135436979259
HIGH_VS_LOOSER__HR2B__auto__0__2	HIGH_VS_LOOSER__HR2B__auto__2__42	0.8886	0.8982	0.8812794348508635	0.8896592709984152
HIGH_VS_LOOSER__HR2B__auto__0__2	HIGH_VS_95LOW__HR2B__auto__3__42	0.77	0.8982	0.7148997134670487	0.796135436979259
HIGH_VS_LOOSER__HR2B__auto__0__2	HIGH_VS_LOOSER__HR2B__auto__3__42	0.8886	0.8982	0.8812794348508635	0.8896592709984152
HIGH_VS_LOOSER__HR2B__auto__0__2	HIGH_VS_95LOW__HR2B__auto__0__0	0.7696	0.899	0.7141722275182714	0.7959978749778643
HIGH_VS_LOOSER__HR2B__auto__0__2	HIGH_VS_LOOSER__HR2B__auto__0__0	0.89	0.899	0.8831041257367387	0.8909811694747275
HIGH_VS_LOOSER__HR2B__auto__0__2	HIGH_VS_95LOW__HR2B__auto__0__1	0.7738	0.908	0.7158625039419741	0.8005642743784165
HIGH_VS_LOOSER__HR2B__auto__0__2	HIGH_VS_LOOSER__HR2B__auto__0__1	0.8935	0.908	0.8824101068999028	0.8950221784130115
HIGH_VS_LOOSER__HR2B__auto__0__2	HIGH_VS_95LOW__HR2B__auto__0__2	0.7698	0.9022	0.713314358001265	0.7967149417167079
HIGH_VS_LOOSER__HR2B__auto__0__2	HIGH_VS_LOOSER__HR2B__auto__0__2	0.8859	0.9022	0.873716831299632	0.8877300009839615
HIGH_VS_LOOSER__HR2B__auto__0__2	HIGH_VS_95LOW__HR2B__auto__0__3	0.7688	0.9048	0.7113207547169811	0.7964788732394366
HIGH_VS_LOOSER__HR2B__auto__0__2	HIGH_VS_LOOSER__HR2B__auto__0__3	0.889	0.9048	0.8770841411399767	0.8907265209686946
HIGH_VS_LOOSER__HR2B__auto__0__2	HIGH_VS_95LOW__HR2B__auto__0__4	0.7646	0.8994	0.7084120982986768	0.7925625660909411
HIGH_VS_LOOSER__HR2B__auto__0__2	HIGH_VS_LOOSER__HR2B__auto__0__4	0.8873	0.8994	0.8781487990626831	0.8886473668609821
HIGH_VS_95LOW__HR2B__auto__0__3	HIGH_VS_95LOW__HR2B__auto__0__42	0.9107	0.9202	0.9030421982335624	0.9115403665180782
HIGH_VS_95LOW__HR2B__auto__0__3	HIGH_VS_LOOSER__HR2B__auto__0__42	0.7472	0.9202	0.6836552748885587	0.7844842284739982
HIGH_VS_95LOW__HR2B__auto__0__3	HIGH_VS_95LOW__HR2B__auto__1__42	0.9107	0.9202	0.9030421982335624	0.9115403665180782
HIGH_VS_95LOW__HR2B__auto__0__3	HIGH_VS_LOOSER__HR2B__auto__1__42	0.7472	0.9202	0.6836552748885587	0.7844842284739982
HIGH_VS_95LOW__HR2B__auto__0__3	HIGH_VS_95LOW__HR2B__auto__2__42	0.9107	0.9202	0.9030421982335624	0.9115403665180782
HIGH_VS_95LOW__HR2B__auto__0__3	HIGH_VS_LOOSER__HR2B__auto__2__42	0.7472	0.9202	0.6836552748885587	0.7844842284739982
HIGH_VS_95LOW__HR2B__auto__0__3	HIGH_VS_95LOW__HR2B__auto__3__42	0.9107	0.9202	0.9030421982335624	0.9115403665180782
HIGH_VS_95LOW__HR2B__auto__0__3	HIGH_VS_LOOSER__HR2B__auto__3__42	0.7472	0.9202	0.6836552748885587	0.7844842284739982
HIGH_VS_95LOW__HR2B__auto__0__3	HIGH_VS_95LOW__HR2B__auto__0__0	0.9121	0.9208	0.9050520935718498	0.91285813423218
HIGH_VS_95LOW__HR2B__auto__0__3	HIGH_VS_LOOSER__HR2B__auto__0__0	0.7445	0.9208	0.6807629750110897	0.7827935050582334
HIGH_VS_95LOW__HR2B__auto__0__3	HIGH_VS_95LOW__HR2B__auto__0__1	0.9143	0.9216	0.9083382613837966	0.9149210761441476
HIGH_VS_95LOW__HR2B__auto__0__3	HIGH_VS_LOOSER__HR2B__auto__0__1	0.7469	0.9216	0.6829702089817696	0.7845407338043756
HIGH_VS_95LOW__HR2B__auto__0__3	HIGH_VS_95LOW__HR2B__auto__0__2	0.9124	0.9266	0.9010112796577208	0.9136265036481956
HIGH_VS_95LOW__HR2B__auto__0__3	HIGH_VS_LOOSER__HR2B__auto__0__2	0.748	0.9266	0.6827291482463896	0.7861870015272356
HIGH_VS_95LOW__HR2B__auto__0__3	HIGH_VS_95LOW__HR2B__auto__0__3	0.9072	0.9182	0.8984344422700588	0.9082096933728981
HIGH_VS_95LOW__HR2B__auto__0__3	HIGH_VS_LOOSER__HR2B__auto__0__3	0.742	0.9182	0.6789411416740609	0.7806495493963611
HIGH_VS_95LOW__HR2B__auto__0__3	HIGH_VS_95LOW__HR2B__auto__0__4	0.9144	0.9256	0.905320813771518	0.9153481012658227
HIGH_VS_95LOW__HR2B__auto__0__3	HIGH_VS_LOOSER__HR2B__auto__0__4	0.7452	0.9256	0.6801881246325691	0.7841409691629955
HIGH_VS_LOOSER__HR2B__auto__0__3	HIGH_VS_95LOW__HR2B__auto__0__42	0.772	0.8994	0.716767612368505	0.7977647684938797
HIGH_VS_LOOSER__HR2B__auto__0__3	HIGH_VS_LOOSER__HR2B__auto__0__42	0.8881	0.8994	0.8795227850576961	0.8893503411450608
HIGH_VS_LOOSER__HR2B__auto__0__3	HIGH_VS_95LOW__HR2B__auto__1__42	0.772	0.8994	0.716767612368505	0.7977647684938797
HIGH_VS_LOOSER__HR2B__auto__0__3	HIGH_VS_LOOSER__HR2B__auto__1__42	0.8881	0.8994	0.8795227850576961	0.8893503411450608
HIGH_VS_LOOSER__HR2B__auto__0__3	HIGH_VS_95LOW__HR2B__auto__2__42	0.772	0.8994	0.716767612368505	0.7977647684938797
HIGH_VS_LOOSER__HR2B__auto__0__3	HIGH_VS_LOOSER__HR2B__auto__2__42	0.8881	0.8994	0.8795227850576961	0.8893503411450608
HIGH_VS_LOOSER__HR2B__auto__0__3	HIGH_VS_95LOW__HR2B__auto__3__42	0.772	0.8994	0.716767612368505	0.7977647684938797
HIGH_VS_LOOSER__HR2B__auto__0__3	HIGH_VS_LOOSER__HR2B__auto__3__42	0.8881	0.8994	0.8795227850576961	0.8893503411450608
HIGH_VS_LOOSER__HR2B__auto__0__3	HIGH_VS_95LOW__HR2B__auto__0__0	0.7672	0.8966	0.7122656498252303	0.7938728528422171
HIGH_VS_LOOSER__HR2B__auto__0__3	HIGH_VS_LOOSER__HR2B__auto__0__0	0.8891	0.8966	0.8833497536945812	0.8899255583126551
HIGH_VS_LOOSER__HR2B__auto__0__3	HIGH_VS_95LOW__HR2B__auto__0__1	0.7721	0.9032	0.7155759784503248	0.7985147201838917
HIGH_VS_LOOSER__HR2B__auto__0__3	HIGH_VS_LOOSER__HR2B__auto__0__1	0.8929	0.9032	0.8849696257103664	0.8939918835989309
HIGH_VS_LOOSER__HR2B__auto__0__3	HIGH_VS_95LOW__HR2B__auto__0__2	0.7732	0.9062	0.7157977883096367	0.7998234774933805
HIGH_VS_LOOSER__HR2B__auto__0__3	HIGH_VS_LOOSER__HR2B__auto__0__2	0.8883	0.9062	0.8748793203321105	0.8902642695746145
HIGH_VS_LOOSER__HR2B__auto__0__3	HIGH_VS_95LOW__HR2B__auto__0__3	0.7712	0.9022	0.7148969889064977	0.7977011494252874
HIGH_VS_LOOSER__HR2B__auto__0__3	HIGH_VS_LOOSER__HR2B__auto__0__3	0.8895	0.9022	0.8798517651648138	0.8908857509627728
HIGH_VS_LOOSER__HR2B__auto__0__3	HIGH_VS_95LOW__HR2B__auto__0__4	0.7693	0.91	0.7101607616669268	0.7977557640045587
HIGH_VS_LOOSER__HR2B__auto__0__3	HIGH_VS_LOOSER__HR2B__auto__0__4	0.8919	0.91	0.8782088399922795	0.8938218249680778
HIGH_VS_95LOW__HR2B__auto__0__4	HIGH_VS_95LOW__HR2B__auto__0__42	0.916	0.9308	0.9040404040404041	0.9172250689791092
HIGH_VS_95LOW__HR2B__auto__0__4	HIGH_VS_LOOSER__HR2B__auto__0__42	0.7632	0.9308	0.6971240263630917	0.7971908187735526
HIGH_VS_95LOW__HR2B__auto__0__4	HIGH_VS_95LOW__HR2B__auto__1__42	0.916	0.9308	0.9040404040404041	0.9172250689791092
HIGH_VS_95LOW__HR2B__auto__0__4	HIGH_VS_LOOSER__HR2B__auto__1__42	0.7632	0.9308	0.6971240263630917	0.7971908187735526
HIGH_VS_95LOW__HR2B__auto__0__4	HIGH_VS_95LOW__HR2B__auto__2__42	0.916	0.9308	0.9040404040404041	0.9172250689791092
HIGH_VS_95LOW__HR2B__auto__0__4	HIGH_VS_LOOSER__HR2B__auto__2__42	0.7632	0.9308	0.6971240263630917	0.7971908187735526
HIGH_VS_95LOW__HR2B__auto__0__4	HIGH_VS_95LOW__HR2B__auto__3__42	0.916	0.9308	0.9040404040404041	0.9172250689791092
HIGH_VS_95LOW__HR2B__auto__0__4	HIGH_VS_LOOSER__HR2B__auto__3__42	0.7632	0.9308	0.6971240263630917	0.7971908187735526
HIGH_VS_95LOW__HR2B__auto__0__4	HIGH_VS_95LOW__HR2B__auto__0__0	0.9118	0.9224	0.9032510771641207	0.912725113793786
HIGH_VS_95LOW__HR2B__auto__0__4	HIGH_VS_LOOSER__HR2B__auto__0__0	0.7573	0.9224	0.6934295594647422	0.7916917002832374
HIGH_VS_95LOW__HR2B__auto__0__4	HIGH_VS_95LOW__HR2B__auto__0__1	0.9095	0.921	0.9002932551319648	0.9105289174493327
HIGH_VS_95LOW__HR2B__auto__0__4	HIGH_VS_LOOSER__HR2B__auto__0__1	0.7507	0.921	0.6870058182903178	0.7869776980261471
HIGH_VS_95LOW__HR2B__auto__0__4	HIGH_VS_95LOW__HR2B__auto__0__2	0.9126	0.9288	0.8996512979465323	0.9139933084038575
HIGH_VS_95LOW__HR2B__auto__0__4	HIGH_VS_LOOSER__HR2B__auto__0__2	0.7589	0.9288	0.6932377966860725	0.7939140097444226
HIGH_VS_95LOW__HR2B__auto__0__4	HIGH_VS_95LOW__HR2B__auto__0__3	0.9127	0.9288	0.8998256151908545	0.9140832595217007
HIGH_VS_95LOW__HR2B__auto__0__4	HIGH_VS_LOOSER__HR2B__auto__0__3	0.7516	0.9288	0.6857649143532192	0.7889908256880734
HIGH_VS_95LOW__HR2B__auto__0__4	HIGH_VS_95LOW__HR2B__auto__0__4	0.9113	0.9272	0.8986237642954061	0.912688256718181
HIGH_VS_95LOW__HR2B__auto__0__4	HIGH_VS_LOOSER__HR2B__auto__0__4	0.758	0.9272	0.6927674835624626	0.793020868970236
HIGH_VS_LOOSER__HR2B__auto__0__4	HIGH_VS_95LOW__HR2B__auto__0__42	0.7678	0.8964	0.7130130448615972	0.7942583732057418
HIGH_VS_LOOSER__HR2B__auto__0__4	HIGH_VS_LOOSER__HR2B__auto__0__42	0.885	0.8964	0.8764176769651936	0.8862962230571485
HIGH_VS_LOOSER__HR2B__auto__0__4	HIGH_VS_95LOW__HR2B__auto__1__42	0.7678	0.8964	0.7130130448615972	0.7942583732057418
HIGH_VS_LOOSER__HR2B__auto__0__4	HIGH_VS_LOOSER__HR2B__auto__1__42	0.885	0.8964	0.8764176769651936	0.8862962230571485
HIGH_VS_LOOSER__HR2B__auto__0__4	HIGH_VS_95LOW__HR2B__auto__2__42	0.7678	0.8964	0.7130130448615972	0.7942583732057418
HIGH_VS_LOOSER__HR2B__auto__0__4	HIGH_VS_LOOSER__HR2B__auto__2__42	0.885	0.8964	0.8764176769651936	0.8862962230571485
HIGH_VS_LOOSER__HR2B__auto__0__4	HIGH_VS_95LOW__HR2B__auto__3__42	0.7678	0.8964	0.7130130448615972	0.7942583732057418
HIGH_VS_LOOSER__HR2B__auto__0__4	HIGH_VS_LOOSER__HR2B__auto__3__42	0.885	0.8964	0.8764176769651936	0.8862962230571485
HIGH_VS_LOOSER__HR2B__auto__0__4	HIGH_VS_95LOW__HR2B__auto__0__0	0.7711	0.8996	0.7156722354813047	0.7971643774922463
HIGH_VS_LOOSER__HR2B__auto__0__4	HIGH_VS_LOOSER__HR2B__auto__0__0	0.8876	0.8996	0.878515625	0.8889328063241108
HIGH_VS_LOOSER__HR2B__auto__0__4	HIGH_VS_95LOW__HR2B__auto__0__1	0.7748	0.8988	0.7201923076923077	0.7996441281138791
HIGH_VS_LOOSER__HR2B__auto__0__4	HIGH_VS_LOOSER__HR2B__auto__0__1	0.8907	0.8988	0.8844715607163944	0.891578216446781
HIGH_VS_LOOSER__HR2B__auto__0__4	HIGH_VS_95LOW__HR2B__auto__0__2	0.7705	0.9002	0.7147848181673813	0.7968487208993538
HIGH_VS_LOOSER__HR2B__auto__0__4	HIGH_VS_LOOSER__HR2B__auto__0__2	0.8856	0.9002	0.8746599300427517	0.8872462054011433
HIGH_VS_LOOSER__HR2B__auto__0__4	HIGH_VS_95LOW__HR2B__auto__0__3	0.7687	0.9052	0.7110761979575805	0.796480422349318
HIGH_VS_LOOSER__HR2B__auto__0__4	HIGH_VS_LOOSER__HR2B__auto__0__3	0.8917	0.9052	0.8814021421616358	0.8931425752343365
HIGH_VS_LOOSER__HR2B__auto__0__4	HIGH_VS_95LOW__HR2B__auto__0__4	0.7721	0.906	0.7146237576904875	0.7990122585765941
HIGH_VS_LOOSER__HR2B__auto__0__4	HIGH_VS_LOOSER__HR2B__auto__0__4	0.888	0.906	0.8745173745173745	0.8899803536345776
HIGH_VS_95LOW__HR2P__auto__0__42	HIGH_VS_95LOW__HR2P__auto__0__42	0.976	0.992	0.9612403100775194	0.9763779527559056
HIGH_VS_95LOW__HR2P__auto__0__42	HIGH_VS_LOOSER__HR2P__auto__0__42	0.681	0.992	0.6115906288532675	0.7566742944317315
HIGH_VS_95LOW__HR2P__auto__0__42	HIGH_VS_95LOW__HR2P__auto__1__42	0.976	0.992	0.9612403100775194	0.9763779527559056
HIGH_VS_95LOW__HR2P__auto__0__42	HIGH_VS_LOOSER__HR2P__auto__1__42	0.681	0.992	0.6115906288532675	0.7566742944317315
HIGH_VS_95LOW__HR2P__auto__0__42	HIGH_VS_95LOW__HR2P__auto__2__42	0.976	0.992	0.9612403100775194	0.9763779527559056
HIGH_VS_95LOW__HR2P__auto__0__42	HIGH_VS_LOOSER__HR2P__auto__2__42	0.681	0.992	0.6115906288532675	0.7566742944317315
HIGH_VS_95LOW__HR2P__auto__0__42	HIGH_VS_95LOW__HR2P__auto__3__42	0.976	0.992	0.9612403100775194	0.9763779527559056
HIGH_VS_95LOW__HR2P__auto__0__42	HIGH_VS_LOOSER__HR2P__auto__3__42	0.681	0.992	0.6115906288532675	0.7566742944317315
HIGH_VS_95LOW__HR2P__auto__0__42	HIGH_VS_95LOW__HR2P__auto__0__0	0.988	1.0	0.9765625	0.9881422924901185
HIGH_VS_95LOW__HR2P__auto__0__42	HIGH_VS_LOOSER__HR2P__auto__0__0	0.673	1.0	0.6045949214026602	0.7535795026375283
HIGH_VS_95LOW__HR2P__auto__0__42	HIGH_VS_95LOW__HR2P__auto__0__1	0.982	0.996	0.9688715953307393	0.9822485207100591
HIGH_VS_95LOW__HR2P__auto__0__42	HIGH_VS_LOOSER__HR2P__auto__0__1	0.668	0.996	0.6014492753623188	0.75
HIGH_VS_95LOW__HR2P__auto__0__42	HIGH_VS_95LOW__HR2P__auto__0__2	0.987	0.998	0.9765166340508806	0.9871414441147378
HIGH_VS_95LOW__HR2P__auto__0__42	HIGH_VS_LOOSER__HR2P__auto__0__2	0.677	0.998	0.607795371498173	0.7554882664647994
HIGH_VS_95LOW__HR2P__auto__0__42	HIGH_VS_95LOW__HR2P__auto__0__3	0.984	1.0	0.9689922480620154	0.9842519685039369
HIGH_VS_95LOW__HR2P__auto__0__42	HIGH_VS_LOOSER__HR2P__auto__0__3	0.687	1.0	0.6150061500615006	0.7616146230007615
HIGH_VS_95LOW__HR2P__auto__0__42	HIGH_VS_95LOW__HR2P__auto__0__4	0.98	0.998	0.9633204633204633	0.980353634577603
HIGH_VS_95LOW__HR2P__auto__0__42	HIGH_VS_LOOSER__HR2P__auto__0__4	0.693	0.998	0.6198757763975156	0.7647509578544062
HIGH_VS_95LOW__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PSR__0__42	0.995	0.992	1.0	0.9959839357429718
HIGH_VS_95LOW__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PSR__1__42	0.995	0.99	1.0	0.9949748743718593
HIGH_VS_95LOW__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PSR__2__42	0.995	0.992	1.0	0.9959839357429718
HIGH_VS_95LOW__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PSR__3__42	0.995	0.99	1.0	0.9949748743718593
HIGH_VS_95LOW__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PSR__0__0	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PSR__0__1	0.9975	0.996	1.0	0.9979959919839679
HIGH_VS_95LOW__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PSR__0__2	0.9983333333333333	0.9966666666666667	1.0	0.9983305509181971
HIGH_VS_95LOW__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PSR__0__3	1.0	1.0	1.0	1.0
HIGH_VS_95LOW__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PSR__0__4	0.9983333333333333	0.9966666666666667	1.0	0.9983305509181971
HIGH_VS_95LOW__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PIR__0__42	0.55	0.99	0.526595744680851	0.6875000000000001
HIGH_VS_95LOW__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PIR__1__42	0.55	0.99	0.526595744680851	0.6875000000000001
HIGH_VS_95LOW__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PIR__2__42	0.66125	0.992	0.6500655307994757	0.7854315122723674
HIGH_VS_95LOW__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PIR__3__42	0.55	0.99	0.526595744680851	0.6875000000000001
HIGH_VS_95LOW__HR2P__auto__0__42	ONE_VS_ONE__HR2P__HR2PIR__0__0	0.66125	1.0	0.648508430609598	0.7867820613690009
